tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:05:09:58:00.00	48.4		g	-38.0	5.266e-08	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:05:12:21:00.00	49.6		g	-37.7	3.629e-08	6	3	u	2.730e+02	SAN	0	0	0	0	5.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:05:14:35:00.00	50.5		g	-39.4	3.703e-08	7	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.5	2019:01:05:16:41:00.00	47.9		g	-44.6	3.716e-08	8	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:05:19:08:00.00	47.7		g	-47.8	3.546e-08	9	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.230e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:06:09:44:00.00	48.3		g	-41.6	3.104e-08	10	3	u	2.730e+02	SAN	0	0	0	0	6.230e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:06:11:52:00.00	48.8		g	-40.6	2.835e-08	11	3	u	2.730e+02	SAN	0	0	0	0	6.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:06:14:03:00.00	48.8		g	-47.7	3.173e-08	12	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:06:16:17:00.00	49.8		g	-51.1	3.349e-08	13	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:09:19:00.00	49.4		g	-57.2	3.594e-08	14	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.030e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:07:11:31:00.00	48.7		g	-44.3	2.711e-08	15	3	u	2.730e+02	SAN	0	0	0	0	7.030e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:13:46:00.00	47.0		g	-41.9	2.452e-08	16	3	u	2.730e+02	SAN	0	0	0	0	7.330e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:16:14:00.00	47.9		g	-57.4	3.432e-08	17	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:18:22:00.00	49.8		g	-64.0	3.863e-08	18	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:20:51:00.00	49.4		g	-70.0	4.137e-08	19	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.630e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:08:07:46:00.00	47.5		g	-49.1	1.923e-08	20	3	u	2.730e+02	SAN	0	0	0	0	7.630e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:08:10:08:00.00	49.5		g	-47.3	1.464e-08	21	3	u	2.730e+02	SAN	0	0	0	0	7.830e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:12:15:00.00	48.5		g	-74.0	3.500e-08	22	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:14:36:00.00	46.3		g	-78.2	4.077e-08	23	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:08:17:03:00.00	57.5		g	-80.5	4.317e-08	24	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.030e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.6	2019:01:09:10:00:00.00	52.5	average of multiple measurements	g	-58.3	1.188e-08	25	2.0	u	2.730e+02	SAN	0	0	0	0	8.030e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:09:13:03:00.00	51.8		g	-51.7	8.054e-09	26	3	u	2.730e+02	SAN	0	0	0	0	8.180e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:15:09:00.00	52.3		g	-83.0	3.293e-08	27	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:17:12:00.00	63.8		g	-84.9	4.181e-08	28	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.180e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:10:07:18:00.00	50.8		g	-86.0	5.195e-08	29	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.330e+02
cromwell	This study	Aniakchak	NA02-11Fh	NA02-11F	NA02-11Fh		NA02-11Fh:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:10:09:25:00.00	54.2		g	-68.6	6.151e-09	30	3	u	2.730e+02	SAN	0	0	0	0	8.330e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:04:09:17:00.00	214.3		g	69.8	1.428e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:04:12:04:00.00	216.8		g	69.5	1.374e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:04:14:32:00.00	215.6		g	69.6	1.343e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:04:17:08:00.00	217.9		g	68.4	1.119e-07	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:05:09:58:00.00	219.7		g	69.6	1.152e-07	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:05:12:21:00.00	217.1		g	69.4	7.995e-08	6	3	u	2.730e+02	SAN	0	0	0	0	5.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:05:14:35:00.00	220.3		g	68.6	7.648e-08	7	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:05:16:42:00.00	219.8		g	64.7	6.098e-08	8	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:05:19:08:00.00	215.8		g	61.3	4.653e-08	9	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.230e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:06:09:45:00.00	217.3		g	67.3	5.697e-08	10	3	u	2.730e+02	SAN	0	0	0	0	6.230e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:06:11:52:00.00	214.2		g	69.4	5.407e-08	11	3	u	2.730e+02	SAN	0	0	0	0	6.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:06:14:04:00.00	217.6		g	62.5	4.207e-08	12	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:06:16:18:00.00	213.4		g	57.3	3.318e-08	13	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:09:19:00.00	216.2		g	39.4	2.145e-08	14	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.030e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:11:32:00.00	214.3		g	66.0	4.319e-08	15	3	u	2.730e+02	SAN	0	0	0	0	7.030e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:13:46:00.00	217.9		g	66.6	4.520e-08	16	3	u	2.730e+02	SAN	0	0	0	0	7.330e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:07:16:14:00.00	219.9		g	30.4	2.015e-08	17	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:07:18:22:00.00	230.8		g	-18.6	1.624e-08	18	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:20:51:00.00	217.8		g	-69.5	3.053e-08	19	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.630e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:08:07:46:00.00	210.6		g	62.4	2.655e-08	20	3	u	2.730e+02	SAN	0	0	0	0	7.630e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:08:10:09:00.00	216.7		g	60.9	2.085e-08	21	3	u	2.730e+02	SAN	0	0	0	0	7.830e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:12:15:00.00	229.4		g	-76.8	3.800e-08	22	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:14:37:00.00	214.2		g	-80.4	5.329e-08	23	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:08:17:03:00.00	212.5		g	-85.6	6.402e-08	24	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.030e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.1	2019:01:09:10:01:00.00	209.1	average of multiple measurements	g	46.1	9.192e-09	25	2.0	u	2.730e+02	SAN	0	0	0	0	8.030e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.6	2019:01:09:13:04:00.00	203.1		g	63.1	1.676e-08	26	3	u	2.730e+02	SAN	0	0	0	0	8.180e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:15:10:00.00	267.0		g	-83.1	5.487e-08	27	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:17:12:00.00	244.3		g	-85.8	7.126e-08	28	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.180e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:10:07:18:00.00	172.4		g	-88.6	9.075e-08	29	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.330e+02
cromwell	This study	Aniakchak	NA02-11Fi	NA02-11F	NA02-11Fi		NA02-11Fi:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:10:09:26:00.00	218.8		g	37.2	5.714e-09	30	3	u	2.730e+02	SAN	0	0	0	0	8.330e+02
cromwell	This study	Aniakchak	NA02-1Ba	NA02-1B	NA02-1Ba		NA02-1Ba:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:04:09:06:00.00	110.6		g	-19.0	6.086e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
cromwell	This study	Aniakchak	NA02-1Ba	NA02-1B	NA02-1Ba		NA02-1Ba:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:04:11:57:00.00	112.7		g	-19.0	6.080e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
cromwell	This study	Aniakchak	NA02-1Ba	NA02-1B	NA02-1Ba		NA02-1Ba:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:04:14:24:00.00	112.1		g	-19.4	6.084e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
