tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
cromwell	This study		0.5	200.0	0.0	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.786e-08	3.0	273.0	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI19	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	892	pmagpy-4.2.17	NA92-40b	u	2019-01-08T07:38:00Z	0	0.0	0.0	0.0	19	763.0
cromwell	This study		0.5	186.9	-8.9	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.346e-08	3.0	273.0	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI20	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	893	pmagpy-4.2.17	NA92-40b	u	2019-01-08T10:04:00Z	0	0.0	0.0	0.0	20	783.0
cromwell	This study		0.2	213.0	-78.5	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.923e-07	3.0	273.0	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI21	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	894	pmagpy-4.2.17	NA92-40b	u	2019-01-08T12:09:00Z	0	3e-05	0.0	-90.0	21	733.0
cromwell	This study		0.2	235.1	-82.7	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.934e-07	3.0	273.0	NA92-40b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI22	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	895	pmagpy-4.2.17	NA92-40b	u	2019-01-08T14:31:00Z	0	3e-05	0.0	-90.0	22	783.0
cromwell	This study		0.5	246.2	-1.6	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.269e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI0	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	896	pmagpy-4.2.17	NA92-40c	u	2019-01-04T08:59:00Z	0	0.0	0.0	0.0	0	273.0
cromwell	This study		0.9	248.2	-1.1	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.236e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI1	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	897	pmagpy-4.2.17	NA92-40c	u	2019-01-04T11:54:00Z	0	0.0	0.0	0.0	1	373.0
cromwell	This study		1.1	248.2	-2.4	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.223e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI2	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	898	pmagpy-4.2.17	NA92-40c	u	2019-01-04T14:21:00Z	0	3e-05	0.0	-90.0	2	373.0
cromwell	This study		1.1	249.5	-13.5	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.9e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI3	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	899	pmagpy-4.2.17	NA92-40c	u	2019-01-04T16:57:00Z	0	3e-05	0.0	-90.0	3	473.0
cromwell	This study		1.5	250.6	-3.7	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.837e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI4	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	900	pmagpy-4.2.17	NA92-40c	u	2019-01-05T09:50:00Z	0	0.0	0.0	0.0	4	473.0
cromwell	This study		0.6	285.3	-26.6	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.139e-09	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI5	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	901	pmagpy-4.2.17	NA92-40c	u	2019-01-05T12:11:00Z	0	0.0	0.0	0.0	5	573.0
cromwell	This study	average of multiple measurements	0.5	277.0	-60.5	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.0329999999999999e-08	2.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI6	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	902	pmagpy-4.2.17	NA92-40c	u	2019-01-05T14:25:00Z	0	3e-05	0.0	-90.0	6	373.0
cromwell	This study		0.2	203.9	-87.6	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.952e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	903	pmagpy-4.2.17	NA92-40c	u	2019-01-05T16:34:00Z	0	3e-05	0.0	-90.0	7	573.0
cromwell	This study		0.2	255.9	-88.1	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.913e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI8	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	904	pmagpy-4.2.17	NA92-40c	u	2019-01-05T19:01:00Z	0	3e-05	0.0	-90.0	8	623.0
cromwell	This study		0.6	258.9	33.1	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.099e-09	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI9	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	905	pmagpy-4.2.17	NA92-40c	u	2019-01-06T09:38:00Z	0	0.0	0.0	0.0	9	623.0
cromwell	This study		1.5	14.7	-31.6	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		4.6210000000000005e-09	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	906	pmagpy-4.2.17	NA92-40c	u	2019-01-06T11:45:00Z	0	0.0	0.0	0.0	10	673.0
cromwell	This study		0.2	255.2	-87.3	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.874e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	907	pmagpy-4.2.17	NA92-40c	u	2019-01-06T13:56:00Z	0	3e-05	0.0	-90.0	11	573.0
cromwell	This study		0.2	218.0	-88.5	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.8870000000000002e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	908	pmagpy-4.2.17	NA92-40c	u	2019-01-06T16:09:00Z	0	3e-05	0.0	-90.0	12	673.0
cromwell	This study		0.2	244.7	-87.5	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.9039999999999998e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI13	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	909	pmagpy-4.2.17	NA92-40c	u	2019-01-07T09:12:00Z	0	3e-05	0.0	-90.0	13	703.0
cromwell	This study		0.5	212.1	26.1	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		4.9469999999999996e-09	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI14	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	910	pmagpy-4.2.17	NA92-40c	u	2019-01-07T11:24:00Z	0	0.0	0.0	0.0	14	703.0
cromwell	This study		0.3	209.2	50.6	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		8.119e-09	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI15	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	911	pmagpy-4.2.17	NA92-40c	u	2019-01-07T13:40:00Z	0	0.0	0.0	0.0	15	733.0
cromwell	This study		0.2	246.5	-87.6	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.853e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	912	pmagpy-4.2.17	NA92-40c	u	2019-01-07T15:43:00Z	0	3e-05	0.0	-90.0	16	673.0
cromwell	This study		0.2	245.5	-87.8	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.906e-07	3.0	273.0	NA92-40c_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI17	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	913	pmagpy-4.2.17	NA92-40c	u	2019-01-07T18:15:00Z	0	3e-05	0.0	-90.0	17	733.0
cromwell	This study		0.5	295.6	22.4	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.9240000000000005e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI0	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	914	pmagpy-4.2.17	NA92-40d	u	2019-01-04T09:00:00Z	0	0.0	0.0	0.0	0	273.0
cromwell	This study		0.7	298.7	19.1	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.7100000000000003e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI1	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	915	pmagpy-4.2.17	NA92-40d	u	2019-01-04T11:54:00Z	0	0.0	0.0	0.0	1	373.0
cromwell	This study		0.9	299.7	17.7	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.671e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI2	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	916	pmagpy-4.2.17	NA92-40d	u	2019-01-04T14:21:00Z	0	3e-05	0.0	-90.0	2	373.0
cromwell	This study		0.6	303.0	-1.1	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.515e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI3	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	917	pmagpy-4.2.17	NA92-40d	u	2019-01-04T16:58:00Z	0	3e-05	0.0	-90.0	3	473.0
cromwell	This study		0.7	301.3	12.5	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.587e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI4	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	918	pmagpy-4.2.17	NA92-40d	u	2019-01-05T09:50:00Z	0	0.0	0.0	0.0	4	473.0
cromwell	This study		0.7	304.0	25.6	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.794e-08	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI5	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	919	pmagpy-4.2.17	NA92-40d	u	2019-01-05T12:12:00Z	0	0.0	0.0	0.0	5	573.0
cromwell	This study	average of multiple measurements	0.1	298.3	-3.6	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.599e-08	2.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI6	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	920	pmagpy-4.2.17	NA92-40d	u	2019-01-05T14:26:00Z	0	3e-05	0.0	-90.0	6	373.0
cromwell	This study		0.2	282.0	-88.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.616e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	921	pmagpy-4.2.17	NA92-40d	u	2019-01-05T16:34:00Z	0	3e-05	0.0	-90.0	7	573.0
cromwell	This study		0.2	350.6	-88.9	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.63e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI8	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	922	pmagpy-4.2.17	NA92-40d	u	2019-01-05T19:01:00Z	0	3e-05	0.0	-90.0	8	623.0
cromwell	This study		0.6	311.9	-6.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.272e-08	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI9	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	923	pmagpy-4.2.17	NA92-40d	u	2019-01-06T09:38:00Z	0	0.0	0.0	0.0	9	623.0
cromwell	This study		0.7	323.3	-5.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.1299999999999999e-08	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	924	pmagpy-4.2.17	NA92-40d	u	2019-01-06T11:45:00Z	0	0.0	0.0	0.0	10	673.0
cromwell	This study		0.2	57.8	-89.3	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.609e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	925	pmagpy-4.2.17	NA92-40d	u	2019-01-06T13:56:00Z	0	3e-05	0.0	-90.0	11	573.0
cromwell	This study		0.2	359.4	-88.4	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.648e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	926	pmagpy-4.2.17	NA92-40d	u	2019-01-06T16:10:00Z	0	3e-05	0.0	-90.0	12	673.0
cromwell	This study		0.2	313.1	-87.7	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.6460000000000003e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI13	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	927	pmagpy-4.2.17	NA92-40d	u	2019-01-07T09:12:00Z	0	3e-05	0.0	-90.0	13	703.0
cromwell	This study		0.5	339.6	-26.5	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.063e-08	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI14	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	928	pmagpy-4.2.17	NA92-40d	u	2019-01-07T11:25:00Z	0	0.0	0.0	0.0	14	703.0
cromwell	This study		0.6	307.5	-40.7	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		8.536e-09	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI15	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	929	pmagpy-4.2.17	NA92-40d	u	2019-01-07T13:40:00Z	0	0.0	0.0	0.0	15	733.0
cromwell	This study		0.2	282.3	-88.9	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.6460000000000003e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	930	pmagpy-4.2.17	NA92-40d	u	2019-01-07T15:43:00Z	0	3e-05	0.0	-90.0	16	673.0
cromwell	This study		0.2	70.5	-89.4	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		2.7170000000000003e-07	3.0	273.0	NA92-40d_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI17	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	931	pmagpy-4.2.17	NA92-40d	u	2019-01-07T18:16:00Z	0	3e-05	0.0	-90.0	17	733.0
cromwell	This study		0.4	148.9	-48.3	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.57e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI0	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	932	pmagpy-4.2.17	NA92-40e	u	2019-01-04T09:00:00Z	0	0.0	0.0	0.0	0	273.0
cromwell	This study		0.5	149.2	-47.9	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.5460000000000002e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI1	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	933	pmagpy-4.2.17	NA92-40e	u	2019-01-04T11:55:00Z	0	0.0	0.0	0.0	1	373.0
cromwell	This study		1.0	149.3	-48.4	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.575e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI2	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	934	pmagpy-4.2.17	NA92-40e	u	2019-01-04T14:22:00Z	0	3e-05	0.0	-90.0	2	373.0
cromwell	This study		0.4	147.2	-55.9	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.423e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI3	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	935	pmagpy-4.2.17	NA92-40e	u	2019-01-04T16:58:00Z	0	3e-05	0.0	-90.0	3	473.0
cromwell	This study		0.5	146.7	-49.2	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.222e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI4	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	936	pmagpy-4.2.17	NA92-40e	u	2019-01-05T09:51:00Z	0	0.0	0.0	0.0	4	473.0
cromwell	This study		0.8	111.9	-14.4	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		5.404e-09	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI5	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	937	pmagpy-4.2.17	NA92-40e	u	2019-01-05T12:12:00Z	0	0.0	0.0	0.0	5	573.0
cromwell	This study		0.6	110.4	-47.4	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		7.595e-09	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI6	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	938	pmagpy-4.2.17	NA92-40e	u	2019-01-05T14:26:00Z	0	3e-05	0.0	-90.0	6	373.0
cromwell	This study		0.2	315.9	-81.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.158e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI7	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	939	pmagpy-4.2.17	NA92-40e	u	2019-01-05T16:35:00Z	0	3e-05	0.0	-90.0	7	573.0
cromwell	This study		0.2	299.4	-80.9	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.161e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI8	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	940	pmagpy-4.2.17	NA92-40e	u	2019-01-05T19:01:00Z	0	3e-05	0.0	-90.0	8	623.0
cromwell	This study		0.4	120.1	-73.7	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		6.047e-09	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI9	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	941	pmagpy-4.2.17	NA92-40e	u	2019-01-06T09:38:00Z	0	0.0	0.0	0.0	9	623.0
cromwell	This study		0.3	41.6	-73.8	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.68e-09	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	942	pmagpy-4.2.17	NA92-40e	u	2019-01-06T11:45:00Z	0	0.0	0.0	0.0	10	673.0
cromwell	This study		0.2	308.8	-80.8	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.098e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	943	pmagpy-4.2.17	NA92-40e	u	2019-01-06T13:56:00Z	0	3e-05	0.0	-90.0	11	573.0
cromwell	This study		0.2	309.2	-80.1	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.133e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	944	pmagpy-4.2.17	NA92-40e	u	2019-01-06T16:10:00Z	0	3e-05	0.0	-90.0	12	673.0
cromwell	This study		0.1	292.8	-82.1	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		1.158e-07	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI13	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	945	pmagpy-4.2.17	NA92-40e	u	2019-01-07T09:12:00Z	0	3e-05	0.0	-90.0	13	703.0
cromwell	This study		0.6	132.5	-39.1	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI		3.216e-09	3.0	273.0	NA92-40e_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI14	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	946	pmagpy-4.2.17	NA92-40e	u	2019-01-07T11:25:00Z	0	0.0	0.0	0.0	14	703.0
